city,自然风光,历史文化,主题乐园,城市观光,美食文化,海滨休闲,休闲康养,户外运动,宗教信仰,节庆民俗,province,pinyin,abbr,latitude,longitude
迪庆藏族自治州,梅里雪山（藏区八大神山之一，以日照金山奇观闻名，拥有壮丽的雪山景观和丰富的生物多样性。）/普达措国家公园（中国大陆第一个国家公园，包含高山湖泊、原始森林和草甸，是滇西北生物多样性最丰富的地区之一。）/虎跳峡（世界最深的峡谷之一，以险峻著称，金沙江在此形成壮观激流，适合徒步探险。）/纳帕海（季节性高山湖泊和沼泽草甸，冬季是黑颈鹤等珍稀鸟类的栖息地，夏季草原风光优美。）/白水台（中国最大的华泉台地，形似层层梯田，有"仙人遗田"之称，泉水富含碳酸钙形成独特地貌。）/香格里拉大峡谷（峡谷纵深，峭壁耸立，原始森林茂密，可体验漂流和栈道徒步，感受大自然的鬼斧神工。）,独克宗古城（保存完好的藏族古城，拥有1300多年历史，古城布局如八瓣莲花，是茶马古道重镇。）,,,,,,雨崩村（藏在梅里雪山腹地的藏族村落，需徒步或骑马进入，是徒步爱好者的天堂，风景原始壮美。）,松赞林寺（云南规模最大的藏传佛教寺院，被誉为"小布达拉宫"，建筑宏伟，宗教氛围浓厚。）/噶丹·东竹林寺（藏传佛教噶举派重要寺院，建筑精美，珍藏大量佛教文物和壁画，宗教地位崇高。）/香巴拉时轮坛城（世界上最大的时轮金刚立体坛城，展示藏传佛教密宗文化，建筑金碧辉煌，内部壁画精美。）,德钦藏族锅庄舞（藏族传统集体舞蹈，常在节日和庆典时表演，动作豪迈，服饰华丽，展现藏族文化魅力。）/香格里拉藏民家访（体验藏族日常生活，品尝酥油茶、青稞酒等特色饮食，欣赏藏族歌舞表演，了解民俗文化。）,云南省,diqingzangzuzizhizhou,dqzzzzz,27.818807,99.702583
保山市,高黎贡山（世界生物圈保护区）/腾冲火山热海/北海湿地/腾冲银杏村,和顺古镇/国殇墓园/保山市博物馆,,,,,热海大滚锅/樱花谷温泉,高黎贡山徒步线路,云峰山/梨花坞,傣族泼水节,云南省,baoshanshi,bss,25.112046,99.161761
红河哈尼族彝族自治州,元阳梯田（世界文化遗产）/燕子洞（亚洲最大溶洞之一）/哈尼梯田/红河哈尼梯田湿地公园/阿庐古洞（国家地质公园）,建水古城（国家级历史文化名城）/朱家花园（滇南大观园）/团山民居（世界纪念性建筑遗产）/建水文庙（全国第二大文庙）/碧色寨火车站（滇越铁路百年老站）/红河州博物馆,,南湖公园,建水紫陶街,,,,,红河民族风情园/哈尼长街宴,云南省,honghehanizuyizuzizhizhou,hhhnzyzzzz,23.363245,103.374893
曲靖市,罗平油菜花海（世界最大的自然天成花园）/九龙瀑布群（中国最大的瀑布群之一）/多依河（喀斯特地貌和布依族风情）/珠江源（珠江的源头）/陆良彩色沙林（彩色沙质喀斯特地貌）/师宗凤凰谷（世界第一高洞）/沾益海峰湿地（喀斯特湿地景观）/马龙香炉山（避暑休闲）/会泽大海草山（高山草甸景观）/罗平鲁布革三峡（峡谷风光与布依族风情）,会泽古城（明清古城）/爨宝子碑（国家重点文物保护单位）/曲靖市博物馆（展示曲靖历史文化和爨文化）,,麒麟公园（城市中心的大型公园）/曲靖外滩（商业休闲区）,,,,,,,云南省,qujingshi,qjs,25.489999,103.796167
普洱市,普洱国家公园（中国面积最大的热带雨林自然保护区）/景迈山古茶林（世界文化遗产）/西盟龙潭（高山湖泊）/勐梭龙潭（火山口湖）/普洱太阳河国家森林公园（热带雨林和野生动物）,茶马古道（古代茶马贸易的重要通道）/普洱茶马古城旅游小镇（茶马文化主题古镇）/中华普洱茶博览苑（普洱茶文化主题园区）/那柯里茶马驿站（茶马古道重要驿站）/孟连宣抚司署（傣族土司衙门建筑群）,,梅子湖公园（城市中心人工湖公园）/北回归线标志园（北回归线主题科普公园）,,,,,,墨江双胞文化园（双胞胎文化主题园区）/澜沧拉祜风情园（拉祜族传统文化民俗园区）/江城哈尼族彝族自治县（哈尼族和彝族聚居地）,云南省,puershi,pes,22.825155,100.966156
玉溪市,抚仙湖（中国最大的深水型淡水湖泊）/哀牢山（原始森林覆盖）/九龙池（九个天然泉眼组成的湖泊）/元江那诺梯田（壮观的梯田景观）/磨盘山国家森林公园（原始森林和高山草甸）/杞麓湖（高原淡水湖泊）,玉溪市博物馆（展示玉溪地区的历史文化和民族风情）/秀山历史文化公园（融合了自然景观与人文历史的公园）/通海古城（保存完好的明清古城）,,红塔山（玉溪市的地标性建筑）/聂耳音乐广场（以人民音乐家聂耳命名的大型城市广场）,玉溪青花街（以玉溪青花瓷文化为主题的美食街）,,映月潭温泉（集温泉养生、休闲娱乐于一体的度假胜地）/玉溪汇龙生态园（集生态农业、休闲娱乐、温泉养生于一体的综合性生态园区）,,,,云南省,yuxishi,yxs,24.347324,102.527197
昭通市,大山包（国家级自然保护区，以黑颈鹤越冬栖息地和壮丽的高原草甸风光著称）/黄连河风景区（以瀑布群闻名，拥有大小瀑布47条，被誉为"瀑布之乡"）,豆沙关（古南方丝绸之路要冲，现存秦开五尺道、唐袁滋摩崖石刻等历史遗迹）/昭通古城（保存完好的明清古城格局，融合滇川建筑风格，有"锁钥南滇"之称）/龙氏家祠（民国时期云南王龙云家族祠堂，融合中西建筑风格的历史建筑群）,,望海公园（城市中心人工湖公园，以"望海楼"为标志性建筑，夜景灯光秀独具特色）,昭通苹果庄园（中国南方最大苹果生产基地，可体验采摘和品尝高原糖心苹果）,,小草坝生态旅游区（原始森林覆盖率达78.3%，以天麻种植和森林疗愈为特色）,鸡公山大峡谷（金沙江支流深切峡谷，适合徒步探险和摄影，有"滇东北第一峡"之称）,,彝族火把节（彝族传统节日，每年农历六月廿四举行，有篝火晚会、摔跤等民俗活动）,云南省,zhaotongshi,zts,27.338257,103.717465
德宏傣族景颇族自治州,勐巴娜西珍奇园（芒市：集热带植物、奇石珍宝于一体的自然生态园，拥有大量珍稀植物和奇石）/莫里热带雨林景区（瑞丽市：原始热带雨林景观，瀑布飞流直下，生物多样性丰富）/瑞丽江（瑞丽市：中缅界河，两岸风光秀丽，可乘船游览边境风光）,树包塔（芒市：塔树共生的奇观，塔身被菩提树根包裹，历史悠久的佛教遗迹）/畹町桥（瑞丽市畹町镇：中缅边境历史名桥，抗战时期重要通道，具有重要历史意义）,,姐告边境贸易区（瑞丽市：中缅边境重要贸易口岸，充满异国风情，可体验跨境购物）/芒市广场（芒市：城市中心广场，民族风情浓郁，是当地重要活动举办地）,瑞丽边贸街（瑞丽市：汇集缅甸、傣族等特色美食，充满异域风情的美食街区）,,,扎朵热带雨林风景区（瑞丽市：原始热带雨林徒步探险，瀑布溪流众多，适合户外爱好者）,勐焕大金塔（芒市：傣族佛教圣地，金碧辉煌的佛塔，俯瞰芒市全景）/姐勒金塔（瑞丽市：瑞丽最古老的佛教建筑群，金塔林立，宗教氛围浓厚）,一寨两国（瑞丽市：一个村寨横跨中缅两国，独特的地理位置和民族风情）/德宏民族风情园（芒市：展示德宏各民族文化的主题园区，可体验民族歌舞和手工艺）,云南省,dehongdaizujingpozuzizhizhou,dhdzjpzzzz,24.433353,98.584895
楚雄彝族自治州,元谋土林（世界著名的土林奇观，形态各异的地貌宛如天然雕塑）/紫溪山（省级自然保护区，以原始森林、杜鹃花海和佛教文化著称）/武定狮子山（丹霞地貌与佛教文化结合，有"西南第一山"之称）/方山风景区（高山草甸与原始森林相间，夏季避暑胜地）/哀牢山自然保护区（生物多样性丰富的亚热带森林生态系统）,黑井古镇（千年盐都，保存完好的明清古建筑群和盐文化遗址）/彝人古镇（彝族文化主题古镇，展示彝族建筑、手工艺和民俗风情）/楚雄州博物馆（集中展示彝族历史文化、服饰、宗教和节庆习俗）/十月太阳历文化园（展示彝族古老太阳历法的主题公园）/光禄古镇（滇中历史文化名镇，保存大量明清时期建筑）,恐龙谷（世界级恐龙化石遗址主题公园，含博物馆和游乐设施）,楚雄彝海公园（城市生态公园，以彝族文化元素为设计主题）,,,,,咪依噜风情谷（彝族风情体验区，可参与火把节、跳菜等民俗活动）/楚雄彝族十月年（彝族传统新年庆典，包含祭祀、歌舞和长街宴）,,云南省,chuxiongyizuzizhizhou,cxyzzzz,25.045513,101.527992
怒江傈僳族自治州,怒江大峡谷（世界自然遗产）/独龙江/石月亮/丙中洛/怒江第一湾/碧罗雪山/高黎贡山自然保护区,知子罗/片马口岸,,,,,,怒江溜索,老姆登教堂,傈僳族澡塘会,云南省,nujianglisuzuzizhizhou,njlszzzz,25.817555,98.8566
临沧市,南滚河自然保护区/永德大雪山/临沧五老山森林公园/云县漫湾百里长湖,沧源崖画/临沧市博物馆/鲁史古镇,,,临沧茶文化风情园,,,,凤庆石洞寺,翁丁佤族原始村落/双江拉祜族佤族布朗族傣族自治县/耿马傣族佤族自治县,云南省,lincangshi,lcs,23.883955,100.08879
哈尔滨市,太阳岛风景区（5A）/哈尔滨森林植物园,圣索菲亚大教堂/老道外中华巴洛克历史文化区/黑龙江省博物馆/哈尔滨文庙,哈尔滨冰雪大世界/东北虎林园/哈尔滨极地馆/哈尔滨融创乐园,中央大街/伏尔加庄园/龙塔/哈尔滨大剧院/松花江观光索道/哈尔滨防洪纪念塔/哈尔滨音乐厅,哈尔滨啤酒博物馆,,,亚布力滑雪旅游度假区,哈尔滨极乐寺,哈尔滨国际冰雪节,黑龙江省,haerbinshi,hebs,45.803775,126.534967
齐齐哈尔市,扎龙自然保护区（世界最大的芦苇湿地，丹顶鹤的故乡，可观赏鹤群放飞表演）/明月岛（嫩江上的江心岛，森林覆盖率高，有欧式建筑群和环岛小火车）/水师森林公园（原始次生林与人工林结合，有森林小火车和滑雪场）,黑龙江将军府（清代黑龙江将军衙门旧址，展示边疆军事与行政历史）/昂昂溪遗址（新石器时代遗址，出土大量细石器文物，被誉为"北方半坡"）/江桥抗战纪念地（中国军队首次大规模抗日战役遗址，建有纪念馆和纪念碑）,龙沙动植物园（东北地区最大动植物园，有猛兽散放区和极地动物馆）,龙沙公园（黑龙江省最早的公园，内有百年古树、湖泊亭台及冬季冰灯展）/劳动湖（贯穿市区的景观水系，两岸有音乐喷泉和雕塑群）,,,,碾子山滑雪场（黑龙江省西部主要滑雪场，适合初、中级滑雪者）,大乘寺（东北地区著名汉传佛教寺院，拥有五层八角琉璃佛阁）/卜奎清真寺（黑龙江省历史最悠久的伊斯兰教寺院，清代砖木结构建筑）,,黑龙江省,qiqihaershi,qqhes,47.354348,123.918186
牡丹江市,镜泊湖（中国最大的高山堰塞湖）/火山口国家森林公园（火山口森林地貌）/牡丹峰国家森林公园（原始森林覆盖）/雪乡（中国著名雪景胜地）/镜泊峡谷（朝鲜族民俗与自然景观结合）,威虎山城影视基地（再现东北剿匪历史场景）/八女投江遗址纪念馆（纪念抗日战争中英勇牺牲的八位女战士）/渤海国上京龙泉府遗址（唐代渤海国都城遗址）/横道河子俄罗斯风情小镇（保留大量俄式建筑）/东宁要塞（二战时期日军修建的亚洲最大军事要塞群）,东北虎林园（世界最大的东北虎繁育基地）,牡丹江江滨公园（沿牡丹江而建的开放式公园）,,,,,,,黑龙江省,mudanjiangshi,mdjs,44.551653,129.633168
佳木斯市,汤原大亮子河国家森林公园（原始森林覆盖，拥有丰富的野生动植物资源，是生态旅游和森林疗愈的好去处）/四丰山风景区（山水相映，四季景色各异，适合登山和徒步）,佳木斯市博物馆（展示佳木斯地区的历史文化和自然资源，包括赫哲族民俗文化）,佳木斯市冰雪大世界（冬季开放的冰雪主题乐园，有冰雕、雪雕和冰雪娱乐项目）,佳木斯市水源山公园（城市内的综合性公园，集休闲、娱乐、观光于一体，园内有动物园和游乐设施）/佳木斯市沿江公园（沿松花江而建，是市民休闲散步、欣赏江景的热门地点）/佳木斯市杏林湖公园（以湖泊和杏树林为特色，是市民休闲娱乐的好去处）/佳木斯市西林公园（园内有丰富的植被和休闲设施，适合家庭出游）,,,,,,佳木斯市赫哲族文化村（展示赫哲族的传统生活方式、民俗文化和手工艺品）/佳木斯市松花江冰雪嘉年华（冬季举办的冰雪节庆活动，包括冰上运动和冰雪娱乐项目）,黑龙江省,jiamusishi,jmss,46.799777,130.318878
大庆市,大庆龙凤湿地（中国最大的城中湿地，栖息大量珍稀鸟类，四季景色各异）/黎明湖（城市内湖，环湖步道与灯光秀结合，夜景尤为迷人）/大庆珰奈湿地人居生态村（原始湿地景观，提供竹筏游湿地等特色生态旅游项目）,铁人王进喜纪念馆（展示铁人王进喜生平事迹及大庆油田开发历史，爱国主义教育基地）/大庆油田历史陈列馆（中国首个石油工业题材纪念馆，展现大庆油田创业历程）/大庆博物馆（以东北第四纪古环境、古动物与古人类为主题的综合性博物馆）,,大庆时代广场（城市中心地标性广场，含音乐喷泉和大型雕塑，适合休闲散步）/大庆石油之光雕塑（象征石油工业的现代雕塑，高30米，为城市标志性艺术建筑）,,北国温泉养生休闲广场（寒地温泉度假区，含多种特色泡池和养生项目）/鹤鸣湖湿地温泉风景区（湿地与温泉结合，可体验温泉疗养与湿地观光）,大庆赛车小镇（东北地区最大赛车主题综合体，含赛道体验与汽车文化展示）,,大庆阿木塔蒙古风情岛（蒙古族文化体验地，可参与那达慕大会等民俗活动）,,黑龙江省,daqingshi,dqs,46.589309,125.103784
漠河市,北极村（中国最北的村庄，可观赏极光、极昼现象，体验极寒气候）/北红村（中国最北的原始村庄，保留着原始的自然风貌和淳朴的民风）/黑龙江第一湾（黑龙江流经此处形成独特的Ω形大湾，景色壮丽）/乌苏里浅滩（中国最北点，地理标志性景观，可体验‘找北’乐趣）/九曲十八弯（天然形成的湿地景观，蜿蜒的河流与森林构成如画美景）/漠河松苑原始森林公园（保存完好的原始森林，1987年大火中奇迹般幸存，被称为‘福地’）,,,,,,,漠河极地冰雪汽车挑战赛（冬季举办的极寒条件下汽车拉力赛，极具挑战性）,漠河观音山（山上有高大的汉白玉观音像，是佛教信徒的朝圣地）,漠河北极圣诞村（中国唯一的圣诞主题村落，冬季有圣诞老人和冰雪节活动）/漠河冰雪大世界（冬季冰雪主题乐园，展示巨型冰雕雪雕和冰雪娱乐项目）,黑龙江省,moheshi,mhs,52.752456,121.135555
